study,subject_nr,gender,age,race,condition,bp_ts,ba_ts,bp_rec,ba_rec,bp_tj,ba_tj,feel_ts,feel_tj,avoid_ts,avoid_tj,EQ_mean
2,37,Female,26,White,bp_tj,NA,NA,NA,NA,NA,NA,5,4,3,3,4.03030303030303
2,38,Female,24,Hispanic,bp_tj,NA,NA,NA,NA,1,NA,6,2,4,1,3.818181818181818
2,39,Male,44,White,ba_ts,NA,0.5,NA,NA,NA,NA,6,3,3,1,2.0606060606060606
2,40,Other,24,White,bp_rec,NA,NA,80,NA,NA,NA,4,4,1,1,5.429292929292929
2,41,Male,55,Black/African American,bp_rec,NA,NA,2,NA,NA,NA,2,2,1,1,2.7676767676767677
2,42,Male,31,White,bp_tj,NA,NA,NA,NA,NA,NA,3,4,1,3,2.5858585858585856
2,43,Male,47,Asian,ba_tj,NA,NA,NA,NA,NA,0.5,4,2,1,1,3.6565656565656566
2,44,Male,48,Black/African American,ba_rec,NA,NA,NA,NA,NA,NA,4,3,1,1,2.5707070707070705
2,45,Female,37,White,ba_tj,NA,NA,NA,NA,NA,0.17,1,3,1,1,2.994949494949495
2,46,Male,49,White,ba_rec,NA,NA,NA,1,NA,NA,2,3,1,1,2.7777777777777777
2,47,Male,31,White,ba_tj,NA,NA,NA,NA,NA,1,4,5,1,5,1.4797979797979797
2,48,Male,38,White,ba_ts,NA,0.5,NA,NA,NA,NA,4,5,1,1,2.813131313131313
2,49,Male,33,Hispanic,ba_tj,NA,NA,NA,NA,NA,1,6,4,4,1,2.9595959595959593
2,50,Female,28,Asian,bp_ts,0.25,NA,NA,NA,NA,NA,3,3,1,1,3.742424242424242
2,51,Male,41,White,ba_rec,NA,NA,NA,0.67,NA,NA,2,2,1,3,2.994949494949495
2,52,Male,28,Black/African American,ba_ts,NA,0.25,NA,NA,NA,NA,2,3,1,1,3.5353535353535355
2,53,Male,31,Asian,bp_tj,NA,NA,NA,NA,NA,NA,6,3,4,3,2.7474747474747474
2,54,Male,39,White,bp_rec,NA,NA,1,NA,NA,NA,6,5,1,1,3.3181818181818183
2,55,Male,38,White,bp_tj,NA,NA,NA,NA,NA,NA,4,4,1,5,3.3636363636363638
2,56,Male,32,White,ba_tj,NA,NA,NA,NA,NA,2,5,3,3,2,4.343434343434343
2,57,Male,41,White,ba_ts,NA,0.5,NA,NA,NA,NA,2,3,2,2,3.823232323232323
2,58,Male,38,White,bp_tj,NA,NA,NA,NA,NA,NA,4,4,1,1,3.772727272727273
2,59,Male,37,White,bp_rec,NA,NA,1,NA,NA,NA,2,3,3,4,3.5757575757575757
2,60,Female,57,White,ba_rec,NA,NA,NA,1.17,NA,NA,1,1,1,1,1.5707070707070707
2,61,Female,69,White,ba_rec,NA,NA,NA,0.42,NA,NA,5,4,1,1,2.51010101010101
2,62,Female,48,"1,3",bp_ts, 0.17,NA,NA,NA,NA,NA,4,6,3,1,3.3585858585858586
2,63,Male,34,Black/African American,bp_ts,0.25,NA,NA,NA,NA,NA,1,1,1,1,3.186868686868687
2,64,Female,49,White,bp_ts,0.50,NA,NA,NA,NA,NA,4,4,3,4,3.5505050505050506
2,65,Female,65,White,ba_ts,NA,0.5,NA,NA,NA,NA,6,2,4,1,2.378787878787879
